oyuncu_adi,forma_no,takim,mevki,is_substitute,minutes_played,aksiyon_turu,x,y,basarili,basarili_pas,opta_points
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Pass,61.68,35.33,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Shot,103.94,49.07,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Shot,108.06,31.71,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Shot,97.23,27.47,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Tackle,70.96,35.16,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Tackle,51.19,26.75,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Tackle,42.89,29.17,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Interception,30.4,22.09,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Interception,26.02,27.03,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Interception,39.61,18.79,True,0,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Chance Created,79.89,47.0,True,1,9.54
Emirhan Topçu,53,Beşiktaş JK,DF,False,90,Chance Created,89.52,43.56,True,1,9.54
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,57.47,5.64,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,95.85,6.68,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,94.26,31.25,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,60.35,9.29,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,64.73,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,109.14,12.98,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,61.77,16.14,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,83.97,27.46,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,91.12,15.7,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,79.85,10.36,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,70.76,20.73,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,115.4,14.38,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,34.34,5.06,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,48.38,21.17,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,97.7,24.66,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,89.76,4.0,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,82.32,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,48.06,18.19,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,62.74,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,84.97,8.81,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,116.0,4.92,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,88.65,12.11,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,89.51,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,51.44,24.02,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,50.8,13.3,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,55.38,21.23,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,49.23,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,96.26,21.3,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,80.9,8.8,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,54.17,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,73.44,15.88,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,69.19,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,57.85,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,50.89,18.42,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,73.09,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,85.96,4.0,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,97.27,9.26,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,68.78,20.44,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,71.19,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,62.99,8.33,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,58.89,18.13,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,73.1,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,59.86,7.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,62.42,7.18,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,109.48,25.76,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,115.88,11.24,False,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,90.68,4.0,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,90.8,11.36,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,98.24,17.04,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,61.51,15.09,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Pass,20.09,17.56,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Tackle,30.41,5.0,True,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,99.16,12.86,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,92.0,27.89,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,87.55,47.26,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,94.75,24.85,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,75.0,34.06,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,75.87,45.1,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,75.0,60.77,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,89.14,14.49,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,84.03,60.13,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,99.4,29.24,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,90.04,38.57,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,99.01,61.06,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,108.65,37.39,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Chance Created,99.3,40.28,True,1,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Foul Won,90.97,17.03,True,0,8.4
Rıdvan Yılmaz,33,Beşiktaş JK,DF,False,81,Foul Won,17.42,16.39,True,0,8.4
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,61.4,17.92,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,45.63,44.98,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,61.89,68.07,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,67.35,75.71,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,55.82,27.78,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,42.28,22.93,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,74.12,46.79,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,86.51,55.01,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,37.0,31.16,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,64.95,10.58,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,55.99,62.84,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,63.68,50.41,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,67.02,32.93,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,91.37,45.55,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,67.29,36.77,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,92.8,53.83,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,51.42,24.52,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,62.39,41.37,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,60.62,11.7,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,45.73,9.71,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,29.86,49.84,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,73.64,29.19,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,72.36,39.05,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,72.71,61.5,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,83.3,19.99,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,46.39,70.94,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,68.37,55.34,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,79.44,32.43,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,30.65,53.79,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,104.47,14.26,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,113.37,44.62,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,60.55,36.68,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,43.21,35.33,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,66.51,59.64,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,44.3,69.62,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,78.72,21.05,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,70.2,37.19,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,42.24,34.49,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,76.26,30.86,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,65.62,58.09,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,62.89,22.29,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,61.4,35.77,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,96.68,38.42,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,42.78,56.74,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,65.08,51.76,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,93.1,4.0,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,80.45,39.84,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,43.8,45.95,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,71.89,37.89,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,67.62,38.19,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,82.25,59.29,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,98.04,21.55,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,46.75,53.61,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,71.33,52.49,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,30.63,26.43,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,66.9,55.96,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,52.85,40.6,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,59.83,30.84,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,47.57,20.05,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,87.58,76.0,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,36.3,26.92,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,69.24,76.0,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,66.12,51.13,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,56.16,28.78,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,55.28,17.14,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,80.34,54.1,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,51.21,46.44,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,63.1,38.75,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,81.52,43.13,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,62.11,73.99,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,69.62,51.72,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,49.59,6.05,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,87.55,26.2,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,92.59,4.0,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,66.7,43.52,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,82.66,68.02,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,87.65,21.17,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,78.41,64.42,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,68.37,58.01,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,62.56,30.6,False,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,59.34,39.2,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,44.96,26.64,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,47.08,69.6,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,88.72,44.29,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Pass,13.65,46.43,True,1,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Shot,106.29,32.04,True,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Tackle,65.67,68.21,True,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Tackle,83.72,71.07,True,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Interception,99.69,46.27,True,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Interception,59.43,39.83,True,0,8.3
Salih Özcan,6,Beşiktaş JK,MF,False,90,Foul Won,72.26,22.77,True,0,8.3
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,92.68,74.96,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,42.75,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,69.43,61.73,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,77.55,68.15,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,90.16,66.96,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,82.12,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,91.0,61.29,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,77.15,75.93,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,53.03,49.52,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,57.33,42.84,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,74.93,71.23,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,104.97,63.44,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,24.47,71.34,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,64.6,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,86.97,63.14,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,61.46,69.65,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,66.4,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,76.82,55.64,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,55.77,65.34,False,0,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,64.23,56.9,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,73.41,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,93.38,58.78,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,78.35,27.72,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,96.13,62.21,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,44.17,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,68.35,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,85.34,46.26,False,0,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,73.06,48.91,False,0,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,75.42,53.7,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,95.62,65.09,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,39.88,10.18,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,98.82,62.77,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,116.0,41.49,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,80.21,67.35,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,76.26,76.0,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Pass,100.16,46.45,True,1,6.62
Junior Olaitan,15,Beşiktaş JK,MF,False,60,Shot,102.29,35.14,True,0,6.62
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,93.7,26.8,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,85.8,48.91,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,66.79,22.36,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,87.52,15.96,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,62.73,37.2,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,79.5,51.22,False,0,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,73.76,72.27,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,66.13,9.72,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,116.0,51.64,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,65.0,39.85,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,63.42,25.61,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,42.3,4.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,95.82,4.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,90.13,38.41,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,67.45,42.56,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,106.14,61.14,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,78.85,28.5,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,56.3,56.65,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,90.89,36.1,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,61.14,49.33,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,78.64,76.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,85.44,27.68,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,116.0,41.85,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,85.41,10.16,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,74.87,48.27,False,0,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,90.02,49.12,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,108.53,23.57,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,64.74,24.55,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,69.87,20.64,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,78.03,21.82,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,71.69,12.77,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,56.02,44.41,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,116.0,35.78,False,0,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,58.24,24.47,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,89.86,48.29,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,79.26,41.87,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,61.37,34.77,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,89.3,34.19,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,116.0,53.58,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,106.43,43.02,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,86.71,53.86,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,33.17,34.53,False,0,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,103.09,42.84,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,77.59,13.4,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,76.76,21.8,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,94.48,52.02,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,64.1,4.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,64.16,50.66,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,81.36,29.6,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,98.86,38.7,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,72.62,43.34,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,103.91,33.55,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,55.67,15.99,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,78.74,76.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,46.54,42.89,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,73.5,44.83,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,73.14,40.5,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,85.63,24.66,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,93.79,15.79,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,71.45,16.03,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,62.51,20.27,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,48.23,55.35,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,90.07,41.0,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,81.64,34.82,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,76.92,35.6,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,98.51,41.98,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,50.09,37.98,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,66.86,41.11,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,54.07,51.75,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,76.52,70.4,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,100.59,28.08,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,68.57,33.73,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,96.25,38.14,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,100.0,39.8,True,1,10.0
Orkun Kökçü,10,Beşiktaş JK,MF,False,90,Pass,88.69,36.05,True,1,10.0
